,activity,end_time,exam_1_exercise_score,exam_2_exercise_score,exercise,idle_time,intermediate_grade,keystroke,mouse_click_left,mouse_click_right,mouse_movement,mouse_wheel,mouse_wheel_click,session_id,start_time,student_id
530,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=52, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_4,166,2.75,6,14,0,698,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=43, tm_wday=3, tm_yday=345, tm_isdst=-1)",94
531,Properties,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=27, tm_sec=26, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_5,328,4.0,0,2,0,145,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=27, tm_sec=25, tm_wday=3, tm_yday=289, tm_isdst=-1)",95
532,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=0, tm_sec=48, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,0,3.5,0,6,0,171,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=0, tm_sec=47, tm_wday=3, tm_yday=296, tm_isdst=-1)",95
533,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=33, tm_sec=57, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,32,5.0,0,2,0,192,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=33, tm_sec=56, tm_wday=3, tm_yday=317, tm_isdst=-1)",95
534,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=18, tm_sec=59, tm_wday=3, tm_yday=324, tm_isdst=-1)",,0.0,Es_5_1,282,3.0,0,0,0,69,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=18, tm_sec=57, tm_wday=3, tm_yday=324, tm_isdst=-1)",95
535,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=14, tm_sec=28, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_4,109,3.25,0,3,0,49,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=14, tm_sec=27, tm_wday=3, tm_yday=345, tm_isdst=-1)",95
536,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=3, tm_sec=38, tm_wday=3, tm_yday=275, tm_isdst=-1)",3.0,,Es_1_2,176,n/a,0,2,0,478,3,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=3, tm_sec=33, tm_wday=3, tm_yday=275, tm_isdst=-1)",96
537,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=10, tm_sec=5, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_6,15,4.5,0,8,0,215,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=10, tm_sec=2, tm_wday=3, tm_yday=289, tm_isdst=-1)",96
538,,,,,,,0.0,,,,,,,3,,96
539,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=39, tm_sec=24, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,2139,5.0,0,2,0,250,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=39, tm_sec=21, tm_wday=3, tm_yday=317, tm_isdst=-1)",96
540,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=38, tm_sec=11, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,766,4.0,0,6,0,371,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=38, tm_sec=5, tm_wday=3, tm_yday=324, tm_isdst=-1)",96
541,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=55, tm_sec=14, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,0,2.25,0,2,0,100,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=55, tm_sec=14, tm_wday=3, tm_yday=345, tm_isdst=-1)",96
542,TextEditor_Es_1_1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=46, tm_sec=37, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_1,98382,n/a,4,7,0,327,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=46, tm_sec=20, tm_wday=3, tm_yday=275, tm_isdst=-1)",97
543,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=55, tm_sec=33, tm_wday=3, tm_yday=289, tm_isdst=-1)",,,Es_2_6,1281,4.0,4,11,0,215,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=55, tm_sec=28, tm_wday=3, tm_yday=289, tm_isdst=-1)",97
544,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=49, tm_sec=58, tm_wday=3, tm_yday=296, tm_isdst=-1)",,,Es_3_4,3108,3.0,0,2,0,111,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=49, tm_sec=55, tm_wday=3, tm_yday=296, tm_isdst=-1)",97
545,TextEditor_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=36, tm_sec=22, tm_wday=3, tm_yday=317, tm_isdst=-1)",,,Es_4_5,94,4.5,0,3,0,653,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=36, tm_sec=17, tm_wday=3, tm_yday=317, tm_isdst=-1)",97
546,,,,,,,0.0,,,,,,,5,,97
547,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=12, tm_min=53, tm_sec=35, tm_wday=3, tm_yday=345, tm_isdst=-1)",,,Es_6_3,0,0.5,0,2,0,173,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=12, tm_min=53, tm_sec=35, tm_wday=3, tm_yday=345, tm_isdst=-1)",97
548,Study_Es_1_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=11, tm_sec=15, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_4,16,n/a,0,2,0,62,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=11, tm_sec=14, tm_wday=3, tm_yday=275, tm_isdst=-1)",98
549,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=7, tm_sec=14, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_3,0,3.5,0,1,0,115,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=7, tm_sec=14, tm_wday=3, tm_yday=289, tm_isdst=-1)",98
550,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=16, tm_sec=8, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_3,0,4.0,0,4,0,349,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=16, tm_sec=4, tm_wday=3, tm_yday=296, tm_isdst=-1)",98
551,TextEditor_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=54, tm_sec=43, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,0,5.0,0,3,0,152,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=54, tm_sec=42, tm_wday=3, tm_yday=317, tm_isdst=-1)",98
552,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=31, tm_sec=16, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,4.0,0,2,0,66,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=31, tm_sec=16, tm_wday=3, tm_yday=324, tm_isdst=-1)",98
553,Study_Es_6_3,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=15, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,0,3.0,0,2,0,57,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=15, tm_wday=3, tm_yday=345, tm_isdst=-1)",98
554,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=54, tm_sec=18, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_5,31,2.0,0,4,0,33,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=54, tm_sec=17, tm_wday=3, tm_yday=289, tm_isdst=-1)",99
555,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=55, tm_sec=19, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_4,16,2.5,0,5,0,130,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=55, tm_sec=18, tm_wday=3, tm_yday=296, tm_isdst=-1)",99
556,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=24, tm_sec=2, tm_wday=3, tm_yday=317, tm_isdst=-1)",0.0,2.0,Es_4_1,0,4.0,0,2,0,102,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=24, tm_sec=2, tm_wday=3, tm_yday=317, tm_isdst=-1)",99
557,Study_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=50, tm_sec=26, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,0,3.5,0,2,0,93,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=50, tm_sec=26, tm_wday=3, tm_yday=324, tm_isdst=-1)",99
558,Properties,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=47, tm_sec=41, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_3,0,1.5,0,2,0,103,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=47, tm_sec=41, tm_wday=3, tm_yday=345, tm_isdst=-1)",99
559,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=17, tm_sec=10, tm_wday=3, tm_yday=275, tm_isdst=-1)",2.0,,Es_1_1,16,n/a,0,2,0,100,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=17, tm_sec=9, tm_wday=3, tm_yday=275, tm_isdst=-1)",100
560,Deeds_Es_2_5,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=53, tm_sec=44, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_5,0,3.5,0,2,0,11,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=53, tm_sec=44, tm_wday=3, tm_yday=289, tm_isdst=-1)",100
561,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=53, tm_sec=32, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_3,0,2.0,0,2,0,244,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=53, tm_sec=29, tm_wday=3, tm_yday=296, tm_isdst=-1)",100
562,,,,,,,0.0,,,,,,,4,,100
563,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=37, tm_sec=0, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,4.0,0,4,0,203,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=36, tm_sec=58, tm_wday=3, tm_yday=324, tm_isdst=-1)",100
564,,,,,,,3.0,,,,,,,6,,100
565,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=10, tm_sec=10, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,1594,n/a,0,0,0,179,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=10, tm_sec=8, tm_wday=3, tm_yday=275, tm_isdst=-1)",101
566,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=5, tm_sec=8, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_6,889,4.5,0,6,0,895,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=4, tm_sec=58, tm_wday=3, tm_yday=289, tm_isdst=-1)",101
567,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=10, tm_sec=16, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_2,64,1.5,0,4,0,333,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=10, tm_sec=11, tm_wday=3, tm_yday=296, tm_isdst=-1)",101
568,,,,,,,0.0,,,,,,,4,,101
569,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=20, tm_sec=13, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,891,3.5,0,6,0,600,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=20, tm_sec=2, tm_wday=3, tm_yday=324, tm_isdst=-1)",101
570,,,,,,,0.0,,,,,,,6,,101
571,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=8, tm_sec=37, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_4,1545,n/a,0,2,0,161,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=8, tm_sec=34, tm_wday=3, tm_yday=275, tm_isdst=-1)",102
572,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=40, tm_sec=45, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_6,452,4.5,0,0,0,0,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=40, tm_sec=39, tm_wday=3, tm_yday=289, tm_isdst=-1)",102
573,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=40, tm_sec=23, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,20519,4.0,0,8,0,274,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=40, tm_sec=13, tm_wday=3, tm_yday=296, tm_isdst=-1)",102
574,,,,,,,4.0,,,,,,,4,,102
575,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=26, tm_sec=42, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,280,3.5,0,4,0,205,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=26, tm_sec=40, tm_wday=3, tm_yday=324, tm_isdst=-1)",102
576,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=31, tm_sec=22, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,0,2.0,0,0,0,26,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=31, tm_sec=22, tm_wday=3, tm_yday=345, tm_isdst=-1)",102
577,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=55, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_4,0,2.0,0,2,0,30,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=59, tm_sec=55, tm_wday=3, tm_yday=289, tm_isdst=-1)",103
578,,,,,,,0.0,,,,,,,3,,103
579,,,,,,,0.0,,,,,,,4,,103
580,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=20, tm_sec=40, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,438,3.5,0,8,0,337,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=20, tm_sec=34, tm_wday=3, tm_yday=324, tm_isdst=-1)",103
581,,,,,,,0.0,,,,,,,6,,103
582,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=56, tm_sec=6, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_3,22425,n/a,0,2,0,10,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=55, tm_sec=59, tm_wday=3, tm_yday=275, tm_isdst=-1)",104
583,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=54, tm_sec=30, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_4,101549,6.0,58,8,2,687,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=53, tm_sec=59, tm_wday=3, tm_yday=289, tm_isdst=-1)",104
584,,,,,,,0.0,,,,,,,3,,104
585,,,,,,,4.5,,,,,,,4,,104
586,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=22, tm_sec=37, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,374,4.0,0,1,0,209,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=22, tm_sec=35, tm_wday=3, tm_yday=324, tm_isdst=-1)",104
587,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=46, tm_sec=2, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_6,0,2.75,0,2,0,18,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=46, tm_sec=2, tm_wday=3, tm_yday=345, tm_isdst=-1)",104
588,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=0, tm_sec=13, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_1,21422,n/a,0,6,0,227,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=0, tm_sec=2, tm_wday=3, tm_yday=275, tm_isdst=-1)",105
589,,,,,,,0.0,,,,,,,2,,105
590,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=36, tm_sec=32, tm_wday=3, tm_yday=296, tm_isdst=-1)",,,Es_3_1,0,0.5,0,2,0,33,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=36, tm_sec=32, tm_wday=3, tm_yday=296, tm_isdst=-1)",105
591,,,,,,,0.0,,,,,,,4,,105
592,,,,,,,0.0,,,,,,,5,,105
593,,,,,,,0.0,,,,,,,6,,105
594,,,,,,,0.0,,,,,,,2,,106
595,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=25, tm_sec=37, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_4,0,3.5,0,1,0,345,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=25, tm_sec=37, tm_wday=3, tm_yday=296, tm_isdst=-1)",106
596,,,,,,,0.0,,,,,,,4,,106
597,,,,,,,0.0,,,,,,,5,,106
598,,,,,,,0.0,,,,,,,6,,106
599,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=16, tm_min=17, tm_sec=45, tm_wday=3, tm_yday=289, tm_isdst=-1)",,,Es_2_5,0,0.0,0,1,0,81,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=16, tm_min=17, tm_sec=45, tm_wday=3, tm_yday=289, tm_isdst=-1)",107
600,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=28, tm_sec=33, tm_wday=3, tm_yday=296, tm_isdst=-1)",,,Es_3_2,125,1.0,0,2,0,348,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=28, tm_sec=30, tm_wday=3, tm_yday=296, tm_isdst=-1)",107
601,,,,,,,0.0,,,,,,,4,,107
602,,,,,,,0.0,,,,,,,5,,107
603,,,,,,,0.0,,,,,,,6,,107
604,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=19, tm_sec=24, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,2822,n/a,0,0,0,65,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=19, tm_sec=20, tm_wday=3, tm_yday=275, tm_isdst=-1)",108
605,,,,,,,0.0,,,,,,,2,,108
606,,,,,,,0.0,,,,,,,3,,108
607,,,,,,,0.0,,,,,,,4,,108
608,,,,,,,0.0,,,,,,,5,,108
609,,,,,,,0.0,,,,,,,6,,108
610,Deeds_Es_1_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=28, tm_sec=2, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,0,n/a,0,2,0,61,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=28, tm_sec=2, tm_wday=3, tm_yday=275, tm_isdst=-1)",109
611,,,,,,,0.0,,,,,,,2,,109
612,,,,,,,0.0,,,,,,,3,,109
613,,,,,,,0.0,,,,,,,4,,109
614,,,,,,,0.0,,,,,,,5,,109
615,,,,,,,0.0,,,,,,,6,,109
616,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=49, tm_sec=44, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_3,20141,n/a,0,2,0,305,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=49, tm_sec=36, tm_wday=3, tm_yday=275, tm_isdst=-1)",110
617,,,,,,,0.0,,,,,,,2,,110
618,,,,,,,0.0,,,,,,,3,,110
619,,,,,,,0.0,,,,,,,4,,110
620,,,,,,,0.0,,,,,,,5,,110
621,,,,,,,0.0,,,,,,,6,,110
622,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=5, tm_sec=53, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_2,169,n/a,0,3,0,233,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=5, tm_sec=47, tm_wday=3, tm_yday=275, tm_isdst=-1)",111
623,,,,,,,3.0,,,,,,,2,,111
624,,,,,,,0.0,,,,,,,3,,111
625,,,,,,,0.0,,,,,,,4,,111
626,,,,,,,3.0,,,,,,,5,,111
627,,,,,,,0.0,,,,,,,6,,111
628,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=15, tm_sec=25, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,0,n/a,0,2,0,61,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=15, tm_sec=25, tm_wday=3, tm_yday=275, tm_isdst=-1)",112
629,,,,,,,0.0,,,,,,,2,,112
630,,,,,,,0.0,,,,,,,3,,112
631,,,,,,,0.0,,,,,,,4,,112
632,,,,,,,0.0,,,,,,,5,,112
633,,,,,,,0.0,,,,,,,6,,112
634,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=33, tm_sec=13, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,220,n/a,0,2,0,82,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=33, tm_sec=11, tm_wday=3, tm_yday=275, tm_isdst=-1)",113
635,,,,,,,0.0,,,,,,,2,,113
636,,,,,,,0.0,,,,,,,3,,113
637,,,,,,,0.0,,,,,,,4,,113
638,,,,,,,0.0,,,,,,,5,,113
639,,,,,,,0.0,,,,,,,6,,113
640,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=14, tm_min=26, tm_sec=37, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,2567,n/a,0,6,0,231,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=14, tm_min=26, tm_sec=29, tm_wday=3, tm_yday=275, tm_isdst=-1)",114
641,,,,,,,0.0,,,,,,,2,,114
642,,,,,,,0.0,,,,,,,3,,114
643,,,,,,,0.0,,,,,,,4,,114
644,,,,,,,0.0,,,,,,,5,,114
645,,,,,,,0.0,,,,,,,6,,114
646,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=18, tm_sec=21, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,0,n/a,0,2,0,25,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=18, tm_sec=21, tm_wday=3, tm_yday=275, tm_isdst=-1)",115
647,,,,,,,0.0,,,,,,,2,,115
648,,,,,,,0.0,,,,,,,3,,115
649,,,,,,,0.0,,,,,,,4,,115
650,,,,,,,0.0,,,,,,,5,,115
651,,,,,,,0.0,,,,,,,6,,115
